id,response
STDT 794," An astronauts weight is different on the moon than it is on earth because the moon has way less gravity than earth so its not keeping the astronauts body down on the the surface that much, so he or she could be floating on the moon. Earth has much more gravity so it keeps the astronauts down which makes them more heavy becuase gravity is pushing them down. "
STDT 796, The reason why an astronaut's weight is different on the moon than it is on earth is because the gravity on earth is far greater than the gravity on the moon. 
STDT 799, because the moon has very little gravity so you have less weight and earth has more gravity. 
STDT 800," On the moon there is less gravity than on the earth, meaning your weight will be higher when you are on the moon. "
STDT 802," The moons gravity is different from earths gravity so you weigh less on the moon this on earth, but your mass will never change it will remain that same. "
STDT 803, The moon is smaller which means that the moon has a less strong gravitational force but because Earth is larger it has a stronger force giving you more pull therfore you have more weight.
STDT 804,The earth has more gravity then the moon. A person's weight will increase on the Earth where there is more gravity and decrease on the moon because it has less gravity.
STDT 805, The earth's moon has considerably less mass than the earth itself.Not only is the moon smaller then the earth but it is only about 60 percent as dense as earth. Thus the gravitational attraction on the moon is much less than it is here on earth and a person weighs less on the moon. 
STDT 806," Astronauts weight is different on the moon than on Earth because, on the Earth you're weighed in kilograms and because there is no gravity on the moon. You would just be floating in space.  "
STDT 807, An astronaut's weight is different on the moon than it is on Earth because the moon has less gravity than the Earth. 
STDT 809, There's no gravity in space. 
STDT 811," The earth is larger and has more mass than the moon, so the astronaut's weight is more on the earth than on the moon. "
STDT 812,"because on the moon there is no gravity, so that means that there is no gravational pull"
STDT 815, The moons gravitational force is different on the moon than it is on earth meaning you would weigh different and be alot heavier on earth than you would be on the moon because of its gravitational force. 
STDT 818," Trick Question, Their Weight Doesn't Change, Its Just That There Is Less Gravity On The Moon Then On The Earth. "
